Mandante,Placar,Visitante,Rodada,Coringa,Jogador
Bahia,2 x 0,Corinthians,1,NÃO,JUNIOR
Fortaleza,1 x 0,Fluminense,1,NÃO,JUNIOR
Palmeiras,2 x 0,Botafogo,1,SIM,JUNIOR
Atlético-MG,2 x 2,São Paulo,2,SIM,JUNIOR
Botafogo,2 x 0,Juventude,2,NÃO,JUNIOR
Corinthians,2 x 0,Vasco,2,NÃO,JUNIOR
Santos,1 x 0,Bahia,2,NÃO,JUNIOR
Mirassol,0 x 0,Fortaleza,2,NÃO,JUNIOR
Sport,1 x 2,Palmeiras,2,NÃO,JUNIOR
Fluminense,3 x 0,Bragantino,2,NÃO,JUNIOR
Vitória,0 x 2,Flamengo,2,NÃO,JUNIOR
Ceará,2 x 0,Grêmio,2,NÃO,JUNIOR
Internacional,1 x 0,Cruzeiro,2,SIM,JUNIOR
Palmeiras,2 x 0,Corinthians,3,SIM,JUNIOR
Vasco,1 x 0,Sport,3,NÃO,JUNIOR
Fluminense,2 x 1,Santos,3,NÃO,JUNIOR
São Paulo,1 x 0,Cruzeiro,3,NÃO,JUNIOR
Bragantino,0 x 2,Botafogo,3,NÃO,JUNIOR
Atlético-MG,2 x 1,Vitória,3,NÃO,JUNIOR
Juventude,1 x 0,Ceará,3,NÃO,JUNIOR
Bahia,3 x 1,Mirassol,3,NÃO,JUNIOR
Fortaleza,0 x 0,Internacional,3,NÃO,JUNIOR
Grêmio,1 x 2,Flamengo,3,SIM,JUNIOR
Santos,2 x 0,Atlético-MG,4,SIM,JUNIOR
Botafogo,1 x 1,São Paulo,4,NÃO,JUNIOR
Corinthians,2 x 0,Fluminense,4,NÃO,JUNIOR
Flamengo,3 x 0,Juventude,4,NÃO,JUNIOR
Mirassol,1 x 0,Grêmio,4,NÃO,JUNIOR
Cruzeiro,2 x 1,Bahia,4,NÃO,JUNIOR
Sport,2 x 0,Bragantino,4,NÃO,JUNIOR
Vitória,1 x 1,Fortaleza,4,NÃO,JUNIOR
Ceará,0 x 1,Vasco,4,NÃO,JUNIOR
Internacional,2 x 2,Palmeiras,4,SIM,JUNIOR
Vasco,0 x 2,Flamengo,5,SIM,JUNIOR
Fluminense,1 x 0,Vitória,5,NÃO,JUNIOR
Corinthians,3 x 0,Sport,5,NÃO,JUNIOR
São Paulo,1 x 0,Santos,5,NÃO,JUNIOR
Bragantino,1 x 2,Cruzeiro,5,NÃO,JUNIOR
Atlético-MG,2 x 0,Botafogo,5,NÃO,JUNIOR
Juventude,2 x 1,Mirassol,5,NÃO,JUNIOR
Bahia,3 x 1,Ceará,5,NÃO,JUNIOR
Fortaleza,1 x 1,Palmeiras,5,NÃO,JUNIOR
Grêmio,0 x 0,Internacional,5,SIM,JUNIOR
Flamengo,2 x 1,Corinthians,6,SIM,JUNIOR
Sport,2 x 0,Fortaleza,6,NÃO,JUNIOR
Palmeiras,2 x 1,Bahia,6,NÃO,JUNIOR
Santos,3 x 1,Bragantino,6,NÃO,JUNIOR
Mirassol,1 x 0,Atlético-MG,6,NÃO,JUNIOR
Cruzeiro,2 x 1,Vasco,6,NÃO,JUNIOR
Internacional,2 x 0,Juventude,6,NÃO,JUNIOR
Vitória,1 x 0,Grêmio,6,NÃO,JUNIOR
Ceará,1 x 0,São Paulo,6,NÃO,JUNIOR
Botafogo,2 x 1,Fluminense,6,SIM,JUNIOR
Vasco,0 x 2,Palmeiras,7,SIM,JUNIOR
Fluminense,2 x 1,Sport,7,NÃO,JUNIOR
Corinthians,1 x 0,Internacional,7,NÃO,JUNIOR
São Paulo,3 x 2,Fortaleza,7,NÃO,JUNIOR
Bragantino,1 x 0,Mirassol,7,NÃO,JUNIOR
Juventude,1 x 1,Atlético-MG,7,NÃO,JUNIOR
Grêmio,2 x 0,Santos,7,NÃO,JUNIOR
Bahia,0 x 1,Botafogo,7,NÃO,JUNIOR
Ceará,2 x 0,Vitória,7,NÃO,JUNIOR
Cruzeiro,2 x 2,Flamengo,7,SIM,JUNIOR
Botafogo,0 x 1,Internacional,8,SIM,JUNIOR
Sport,1 x 2,Cruzeiro,8,NÃO,JUNIOR
Flamengo,1 x 0,Bahia,8,NÃO,JUNIOR
Santos,3 x 0,Ceará,8,NÃO,JUNIOR
Mirassol,1 x 1,Corinthians,8,NÃO,JUNIOR
Atlético-MG,2 x 1,Fluminense,8,NÃO,JUNIOR
Grêmio,1 x 0,Bragantino,8,NÃO,JUNIOR
Vitória,1 x 2,Vasco,8,NÃO,JUNIOR
Fortaleza,3 x 0,Juventude,8,NÃO,JUNIOR
Palmeiras,1 x 0,São Paulo,8,SIM,JUNIOR
Flamengo,2 x 1,Internacional,1,SIM,FERNANDO
Vasco,0 x 2,Santos,1,NÃO,FERNANDO
Juventude,2 x 0,Vitória,1,NÃO,FERNANDO
São Paulo,3 x 0,Sport,1,NÃO,FERNANDO
Bragantino,1 x 1,Ceará,1,NÃO,FERNANDO
Cruzeiro,2 x 0,Mirassol,1,NÃO,FERNANDO
Grêmio,1 x 2,Atlético-MG,1,NÃO,FERNANDO
Bahia,1 x 1,Corinthians,1,NÃO,FERNANDO
Fortaleza,1 x 0,Fluminense,1,NÃO,FERNANDO
Palmeiras,1 x 0,Botafogo,1,SIM,FERNANDO
Atlético-MG,2 x 2,São Paulo,2,SIM,FERNANDO
Botafogo,0 x 1,Juventude,2,NÃO,FERNANDO
Corinthians,3 x 0,Vasco,2,NÃO,FERNANDO
Santos,1 x 2,Bahia,2,NÃO,FERNANDO
Mirassol,0 x 2,Fortaleza,2,NÃO,FERNANDO
Sport,0 x 2,Palmeiras,2,NÃO,FERNANDO
Fluminense,2 x 1,Bragantino,2,NÃO,FERNANDO
Vitória,0 x 4,Flamengo,2,NÃO,FERNANDO
Ceará,1 x 0,Grêmio,2,NÃO,FERNANDO
Internacional,2 x 1,Cruzeiro,2,SIM,FERNANDO
Palmeiras,1 x 1,Corinthians,3,SIM,FERNANDO
Vasco,1 x 0,Sport,3,NÃO,FERNANDO
Fluminense,3 x 2,Santos,3,NÃO,FERNANDO
São Paulo,2 x 1,Cruzeiro,3,NÃO,FERNANDO
Bragantino,1 x 0,Botafogo,3,NÃO,FERNANDO
Atlético-MG,2 x 0,Vitória,3,NÃO,FERNANDO
Juventude,2 x 2,Ceará,3,NÃO,FERNANDO
Bahia,3 x 0,Mirassol,3,NÃO,FERNANDO
Fortaleza,2 x 2,Internacional,3,NÃO,FERNANDO
Grêmio,0 x 2,Flamengo,3,SIM,FERNANDO
Santos,1 x 2,Atlético-MG,4,SIM,FERNANDO
Botafogo,1 x 2,São Paulo,4,NÃO,FERNANDO
Corinthians,2 x 0,Fluminense,4,NÃO,FERNANDO
Flamengo,3 x 0,Juventude,4,NÃO,FERNANDO
Mirassol,1 x 0,Grêmio,4,NÃO,FERNANDO
Cruzeiro,0 x 2,Bahia,4,NÃO,FERNANDO
Sport,2 x 0,Bragantino,4,NÃO,FERNANDO
Vitória,0 x 1,Fortaleza,4,NÃO,FERNANDO
Ceará,0 x 0,Vasco,4,NÃO,FERNANDO
Internacional,2 x 2,Palmeiras,4,SIM,FERNANDO
Vasco,0 x 2,Flamengo,5,SIM,FERNANDO
Fluminense,2 x 0,Vitória,5,NÃO,FERNANDO
Corinthians,3 x 0,Sport,5,NÃO,FERNANDO
São Paulo,3 x 1,Santos,5,NÃO,FERNANDO
Bragantino,1 x 2,Cruzeiro,5,NÃO,FERNANDO
Atlético-MG,2 x 1,Botafogo,5,NÃO,FERNANDO
Juventude,1 x 1,Mirassol,5,NÃO,FERNANDO
Bahia,3 x 1,Ceará,5,NÃO,FERNANDO
Fortaleza,2 x 1,Palmeiras,5,NÃO,FERNANDO
Grêmio,0 x 2,Internacional,5,SIM,FERNANDO
Flamengo,2 x 1,Corinthians,6,SIM,FERNANDO
Sport,1 x 2,Fortaleza,6,NÃO,FERNANDO
Palmeiras,1 x 1,Bahia,6,NÃO,FERNANDO
Santos,2 x 1,Bragantino,6,NÃO,FERNANDO
Mirassol,0 x 2,Atlético-MG,6,NÃO,FERNANDO
Cruzeiro,0 x 1,Vasco,6,NÃO,FERNANDO
Internacional,3 x 0,Juventude,6,NÃO,FERNANDO
Vitória,1 x 1,Grêmio,6,NÃO,FERNANDO
Ceará,0 x 2,São Paulo,6,NÃO,FERNANDO
Botafogo,2 x 2,Fluminense,6,SIM,FERNANDO
Vasco,1 x 0,Palmeiras,7,SIM,FERNANDO
Fluminense,2 x 0,Sport,7,NÃO,FERNANDO
Corinthians,2 x 1,Internacional,7,NÃO,FERNANDO
São Paulo,2 x 2,Fortaleza,7,NÃO,FERNANDO
Bragantino,3 x 1,Mirassol,7,NÃO,FERNANDO
Juventude,2 x 2,Atlético-MG,7,NÃO,FERNANDO
Grêmio,2 x 0,Santos,7,NÃO,FERNANDO
Bahia,2 x 1,Botafogo,7,NÃO,FERNANDO
Ceará,2 x 0,Vitória,7,NÃO,FERNANDO
Cruzeiro,0 x 2,Flamengo,7,SIM,FERNANDO
Botafogo,1 x 0,Internacional,8,SIM,FERNANDO
Sport,0 x 1,Cruzeiro,8,NÃO,FERNANDO
Flamengo,3 x 2,Bahia,8,NÃO,FERNANDO
Santos,2 x 1,Ceará,8,NÃO,FERNANDO
Mirassol,1 x 3,Corinthians,8,NÃO,FERNANDO
Atlético-MG,2 x 2,Fluminense,8,NÃO,FERNANDO
Grêmio,2 x 1,Bragantino,8,NÃO,FERNANDO
Vitória,1 x 1,Vasco,8,NÃO,FERNANDO
Fortaleza,2 x 0,Juventude,8,NÃO,FERNANDO
Palmeiras,2 x 2,São Paulo,8,SIM,FERNANDO
Flamengo,3 x 2,Internacional,1,SIM,LECO
Vasco,2 x 1,Santos,1,NÃO,LECO
Juventude,1 x 0,Vitória,1,NÃO,LECO
São Paulo,2 x 0,Sport,1,NÃO,LECO
Bragantino,1 x 0,Ceará,1,NÃO,LECO
Cruzeiro,3 x 0,Mirassol,1,NÃO,LECO
Grêmio,2 x 1,Atlético-MG,1,NÃO,LECO
Bahia,2 x 1,Corinthians,1,NÃO,LECO
Fortaleza,2 x 1,Fluminense,1,NÃO,LECO
Palmeiras,2 x 1,Botafogo,1,SIM,LECO
Atlético-MG,2 x 1,São Paulo,2,SIM,LECO
Botafogo,2 x 0,Juventude,2,NÃO,LECO
Corinthians,2 x 0,Vasco,2,NÃO,LECO
Santos,2 x 1,Bahia,2,NÃO,LECO
Mirassol,1 x 1,Fortaleza,2,NÃO,LECO
Sport,1 x 2,Palmeiras,2,NÃO,LECO
Fluminense,1 x 0,Bragantino,2,NÃO,LECO
Vitória,1 x 3,Flamengo,2,NÃO,LECO
Ceará,1 x 2,Grêmio,2,NÃO,LECO
Internacional,3 x 2,Cruzeiro,2,SIM,LECO
Palmeiras,2 x 1,Corinthians,3,SIM,LECO
Vasco,2 x 0,Sport,3,NÃO,LECO
Fluminense,1 x 1,Santos,3,NÃO,LECO
São Paulo,2 x 1,Cruzeiro,3,NÃO,LECO
Bragantino,1 x 1,Botafogo,3,NÃO,LECO
Atlético-MG,3 x 0,Vitória,3,NÃO,LECO
Juventude,2 x 1,Ceará,3,NÃO,LECO
Bahia,1 x 2,Mirassol,3,NÃO,LECO
Fortaleza,2 x 1,Internacional,3,NÃO,LECO
Grêmio,1 x 2,Flamengo,3,SIM,LECO
Santos,2 x 1,Atlético-MG,4,SIM,LECO
Botafogo,2 x 1,São Paulo,4,NÃO,LECO
Corinthians,2 x 1,Fluminense,4,NÃO,LECO
Flamengo,3 x 1,Juventude,4,NÃO,LECO
Mirassol,1 x 2,Grêmio,4,NÃO,LECO
Cruzeiro,3 x 2,Bahia,4,NÃO,LECO
Sport,0 x 1,Bragantino,4,NÃO,LECO
Vitória,0 x 1,Fortaleza,4,NÃO,LECO
Ceará,1 x 1,Vasco,4,NÃO,LECO
Internacional,2 x 1,Palmeiras,4,SIM,LECO
Vasco,1 x 3,Flamengo,5,SIM,LECO
Fluminense,2 x 0,Vitória,5,NÃO,LECO
Corinthians,3 x 0,Sport,5,NÃO,LECO
São Paulo,2 x 1,Santos,5,NÃO,LECO
Bragantino,1 x 1,Cruzeiro,5,NÃO,LECO
Atlético-MG,2 x 1,Botafogo,5,NÃO,LECO
Juventude,2 x 0,Mirassol,5,NÃO,LECO
Bahia,2 x 1,Ceará,5,NÃO,LECO
Fortaleza,2 x 2,Palmeiras,5,NÃO,LECO
Grêmio,1 x 2,Internacional,5,SIM,LECO
Flamengo,3 x 1,Corinthians,6,SIM,LECO
Sport,1 x 1,Fortaleza,6,NÃO,LECO
Palmeiras,2 x 1,Bahia,6,NÃO,LECO
Santos,2 x 1,Bragantino,6,NÃO,LECO
Mirassol,0 x 2,Atlético-MG,6,NÃO,LECO
Cruzeiro,3 x 1,Vasco,6,NÃO,LECO
Internacional,2 x 0,Juventude,6,NÃO,LECO
Vitória,0 x 1,Grêmio,6,NÃO,LECO
Ceará,1 x 1,São Paulo,6,NÃO,LECO
Botafogo,2 x 1,Fluminense,6,SIM,LECO
Vasco,1 x 1,Palmeiras,7,SIM,LECO
Fluminense,2 x 0,Sport,7,NÃO,LECO
Corinthians,2 x 1,Internacional,7,NÃO,LECO
São Paulo,2 x 1,Fortaleza,7,NÃO,LECO
Bragantino,2 x 0,Mirassol,7,NÃO,LECO
Juventude,1 x 0,Atlético-MG,7,NÃO,LECO
Grêmio,2 x 1,Santos,7,NÃO,LECO
Bahia,1 x 0,Botafogo,7,NÃO,LECO
Ceará,1 x 0,Vitória,7,NÃO,LECO
Cruzeiro,1 x 2,Flamengo,7,SIM,LECO
Botafogo,1 x 1,Internacional,8,SIM,LECO
Sport,1 x 2,Cruzeiro,8,NÃO,LECO
Flamengo,3 x 1,Bahia,8,NÃO,LECO
Santos,2 x 0,Ceará,8,NÃO,LECO
Mirassol,0 x 2,Corinthians,8,NÃO,LECO
Atlético-MG,2 x 1,Fluminense,8,NÃO,LECO
Grêmio,2 x 0,Bragantino,8,NÃO,LECO
Vitória,1 x 0,Vasco,8,NÃO,LECO
Fortaleza,1 x 0,Juventude,8,NÃO,LECO
Palmeiras,2 x 1,São Paulo,8,SIM,LECO
Flamengo,2 x 1,Internacional,1,SIM,DANI
Vasco,1 x 0,Santos,1,NÃO,DANI
Juventude,2 x 1,Vitória,1,NÃO,DANI
São Paulo,2 x 0,Sport,1,NÃO,DANI
Bragantino,1 x 0,Ceará,1,NÃO,DANI
Cruzeiro,2 x 0,Mirassol,1,NÃO,DANI
Grêmio,2 x 1,Atlético-MG,1,NÃO,DANI
Bahia,2 x 1,Corinthians,1,NÃO,DANI
Fortaleza,0 x 1,Fluminense,1,NÃO,DANI
Palmeiras,2 x 1,Botafogo,1,SIM,DANI
Atlético-MG,1 x 0,São Paulo,2,SIM,DANI
Botafogo,2 x 0,Juventude,2,NÃO,DANI
Corinthians,2 x 1,Vasco,2,NÃO,DANI
Santos,2 x 1,Bahia,2,NÃO,DANI
Mirassol,1 x 0,Fortaleza,2,NÃO,DANI
Sport,1 x 2,Palmeiras,2,NÃO,DANI
Fluminense,2 x 1,Bragantino,2,NÃO,DANI
Vitória,1 x 2,Flamengo,2,NÃO,DANI
Ceará,1 x 0,Grêmio,2,NÃO,DANI
Internacional,1 x 0,Cruzeiro,2,SIM,DANI
Palmeiras,2 x 1,Corinthians,3,SIM,DANI
Vasco,1 x 0,Sport,3,NÃO,DANI
Fluminense,2 x 1,Santos,3,NÃO,DANI
São Paulo,2 x 1,Cruzeiro,3,NÃO,DANI
Bragantino,1 x 0,Botafogo,3,NÃO,DANI
Atlético-MG,2 x 0,Vitória,3,NÃO,DANI
Juventude,1 x 0,Ceará,3,NÃO,DANI
Bahia,1 x 0,Mirassol,3,NÃO,DANI
Fortaleza,2 x 1,Internacional,3,NÃO,DANI
Grêmio,1 x 2,Flamengo,3,SIM,DANI
Santos,1 x 0,Atlético-MG,4,SIM,DANI
Botafogo,2 x 1,São Paulo,4,NÃO,DANI
Corinthians,0 x 1,Fluminense,4,NÃO,DANI
Flamengo,2 x 0,Juventude,4,NÃO,DANI
Mirassol,0 x 1,Grêmio,4,NÃO,DANI
Cruzeiro,2 x 1,Bahia,4,NÃO,DANI
Sport,2 x 1,Bragantino,4,NÃO,DANI
Vitória,1 x 0,Fortaleza,4,NÃO,DANI
Ceará,2 x 1,Vasco,4,NÃO,DANI
Internacional,1 x 0,Palmeiras,4,SIM,DANI
Vasco,1 x 2,Flamengo,5,SIM,DANI
Fluminense,2 x 0,Vitória,5,NÃO,DANI
Corinthians,2 x 0,Sport,5,NÃO,DANI
São Paulo,2 x 1,Santos,5,NÃO,DANI
Bragantino,1 x 0,Cruzeiro,5,NÃO,DANI
Atlético-MG,2 x 1,Botafogo,5,NÃO,DANI
Juventude,1 x 0,Mirassol,5,NÃO,DANI
Bahia,1 x 0,Ceará,5,NÃO,DANI
Fortaleza,1 x 2,Palmeiras,5,NÃO,DANI
Grêmio,2 x 1,Internacional,5,SIM,DANI
Flamengo,1 x 0,Corinthians,6,SIM,DANI
Sport,1 x 0,Fortaleza,6,NÃO,DANI
Palmeiras,2 x 1,Bahia,6,NÃO,DANI
Santos,2 x 1,Bragantino,6,NÃO,DANI
Mirassol,0 x 1,Atlético-MG,6,NÃO,DANI
Cruzeiro,2 x 1,Vasco,6,NÃO,DANI
Internacional,2 x 0,Juventude,6,NÃO,DANI
Vitória,1 x 0,Grêmio,6,NÃO,DANI
Ceará,1 x 2,São Paulo,6,NÃO,DANI
Botafogo,0 x 1,Fluminense,6,SIM,DANI
Vasco,1 x 2,Palmeiras,7,SIM,DANI
Fluminense,2 x 0,Sport,7,NÃO,DANI
Corinthians,1 x 0,Internacional,7,NÃO,DANI
São Paulo,2 x 1,Fortaleza,7,NÃO,DANI
Bragantino,1 x 0,Mirassol,7,NÃO,DANI
Juventude,1 x 2,Atlético-MG,7,NÃO,DANI
Grêmio,2 x 1,Santos,7,NÃO,DANI
Bahia,1 x 0,Botafogo,7,NÃO,DANI
Ceará,1 x 0,Vitória,7,NÃO,DANI
Cruzeiro,1 x 2,Flamengo,7,SIM,DANI
Botafogo,1 x 0,Internacional,8,SIM,DANI
Sport,2 x 1,Cruzeiro,8,NÃO,DANI
Flamengo,2 x 1,Bahia,8,NÃO,DANI
Santos,2 x 1,Ceará,8,NÃO,DANI
Mirassol,0 x 1,Corinthians,8,NÃO,DANI
Atlético-MG,0 x 1,Fluminense,8,NÃO,DANI
Grêmio,2 x 1,Bragantino,8,NÃO,DANI
Vitória,1 x 0,Vasco,8,NÃO,DANI
Fortaleza,2 x 1,Juventude,8,NÃO,DANI
Palmeiras,1 x 0,São Paulo,8,SIM,DANI
Flamengo,2 x 1,Internacional,1,SIM,IGUINHO
Vasco,1 x 0,Santos,1,NÃO,IGUINHO
Juventude,1 x 0,Vitória,1,NÃO,IGUINHO
São Paulo,2 x 0,Sport,1,NÃO,IGUINHO
Bragantino,1 x 0,Ceará,1,NÃO,IGUINHO
Cruzeiro,2 x 0,Mirassol,1,NÃO,IGUINHO
Grêmio,1 x 0,Atlético-MG,1,NÃO,IGUINHO
Bahia,2 x 1,Corinthians,1,NÃO,IGUINHO
Fortaleza,2 x 0,Fluminense,1,NÃO,IGUINHO
Palmeiras,2 x 1,Botafogo,1,SIM,IGUINHO
Atlético-MG,1 x 0,São Paulo,2,SIM,IGUINHO
Botafogo,2 x 0,Juventude,2,NÃO,IGUINHO
Corinthians,2 x 0,Vasco,2,NÃO,IGUINHO
Santos,2 x 1,Bahia,2,NÃO,IGUINHO
Mirassol,1 x 1,Fortaleza,2,NÃO,IGUINHO
Sport,1 x 2,Palmeiras,2,NÃO,IGUINHO
Fluminense,2 x 0,Bragantino,2,NÃO,IGUINHO
Vitória,1 x 2,Flamengo,2,NÃO,IGUINHO
Ceará,1 x 0,Grêmio,2,NÃO,IGUINHO
Internacional,2 x 1,Cruzeiro,2,SIM,IGUINHO
Palmeiras,2 x 1,Corinthians,3,SIM,IGUINHO
Vasco,1 x 0,Sport,3,NÃO,IGUINHO
Fluminense,2 x 1,Santos,3,NÃO,IGUINHO
São Paulo,2 x 0,Cruzeiro,3,NÃO,IGUINHO
Bragantino,1 x 0,Botafogo,3,NÃO,IGUINHO
Atlético-MG,2 x 0,Vitória,3,NÃO,IGUINHO
Juventude,1 x 1,Ceará,3,NÃO,IGUINHO
Bahia,3 x 1,Mirassol,3,NÃO,IGUINHO
Fortaleza,2 x 1,Internacional,3,NÃO,IGUINHO
Grêmio,0 x 1,Flamengo,3,SIM,IGUINHO
Santos,1 x 0,Atlético-MG,4,SIM,IGUINHO
Botafogo,2 x 0,São Paulo,4,NÃO,IGUINHO
Corinthians,2 x 0,Fluminense,4,NÃO,IGUINHO
Flamengo,3 x 0,Juventude,4,NÃO,IGUINHO
Mirassol,1 x 0,Grêmio,4,NÃO,IGUINHO
Cruzeiro,2 x 1,Bahia,4,NÃO,IGUINHO
Sport,1 x 0,Bragantino,4,NÃO,IGUINHO
Vitória,1 x 1,Fortaleza,4,NÃO,IGUINHO
Ceará,1 x 0,Vasco,4,NÃO,IGUINHO
Internacional,2 x 1,Palmeiras,4,SIM,IGUINHO
Vasco,0 x 1,Flamengo,5,SIM,IGUINHO
Fluminense,2 x 0,Vitória,5,NÃO,IGUINHO
Corinthians,2 x 0,Sport,5,NÃO,IGUINHO
São Paulo,2 x 1,Santos,5,NÃO,IGUINHO
Bragantino,1 x 0,Cruzeiro,5,NÃO,IGUINHO
Atlético-MG,1 x 0,Botafogo,5,NÃO,IGUINHO
Juventude,1 x 1,Mirassol,5,NÃO,IGUINHO
Bahia,2 x 0,Ceará,5,NÃO,IGUINHO
Fortaleza,0 x 1,Palmeiras,5,NÃO,IGUINHO
Grêmio,0 x 1,Internacional,5,SIM,IGUINHO
Flamengo,2 x 1,Corinthians,6,SIM,IGUINHO
Sport,1 x 0,Fortaleza,6,NÃO,IGUINHO
Palmeiras,2 x 0,Bahia,6,NÃO,IGUINHO
Santos,1 x 0,Bragantino,6,NÃO,IGUINHO
Mirassol,1 x 0,Atlético-MG,6,NÃO,IGUINHO
Cruzeiro,2 x 1,Vasco,6,NÃO,IGUINHO
Internacional,2 x 0,Juventude,6,NÃO,IGUINHO
Vitória,1 x 0,Grêmio,6,NÃO,IGUINHO
Ceará,1 x 2,São Paulo,6,NÃO,IGUINHO
Botafogo,1 x 0,Fluminense,6,SIM,IGUINHO
Vasco,0 x 1,Palmeiras,7,SIM,IGUINHO
Fluminense,2 x 0,Sport,7,NÃO,IGUINHO
Corinthians,2 x 1,Internacional,7,NÃO,IGUINHO
São Paulo,2 x 0,Fortaleza,7,NÃO,IGUINHO
Bragantino,1 x 0,Mirassol,7,NÃO,IGUINHO
Juventude,0 x 1,Atlético-MG,7,NÃO,IGUINHO
Grêmio,2 x 1,Santos,7,NÃO,IGUINHO
Bahia,1 x 0,Botafogo,7,NÃO,IGUINHO
Ceará,1 x 1,Vitória,7,NÃO,IGUINHO
Cruzeiro,0 x 1,Flamengo,7,SIM,IGUINHO
Botafogo,2 x 1,Internacional,8,SIM,IGUINHO
Sport,1 x 0,Cruzeiro,8,NÃO,IGUINHO
Flamengo,2 x 1,Bahia,8,NÃO,IGUINHO
Santos,1 x 0,Ceará,8,NÃO,IGUINHO
Mirassol,0 x 1,Corinthians,8,NÃO,IGUINHO
Atlético-MG,2 x 1,Fluminense,8,NÃO,IGUINHO
Grêmio,1 x 0,Bragantino,8,NÃO,IGUINHO
Vitória,2 x 0,Vasco,8,NÃO,IGUINHO
Fortaleza,2 x 1,Juventude,8,NÃO,IGUINHO
Palmeiras,1 x 0,São Paulo,8,SIM,IGUINHO
Flamengo,1 x 0,Internacional,1,SIM,CRIS
Vasco,2 x 1,Santos,1,NÃO,CRIS
Juventude,2 x 1,Vitória,1,NÃO,CRIS
São Paulo,2 x 0,Sport,1,NÃO,CRIS
Bragantino,2 x 1,Ceará,1,NÃO,CRIS
Cruzeiro,2 x 0,Mirassol,1,NÃO,CRIS
Grêmio,1 x 0,Atlético-MG,1,NÃO,CRIS
Bahia,1 x 0,Corinthians,1,NÃO,CRIS
Fortaleza,1 x 0,Fluminense,1,NÃO,CRIS
Palmeiras,2 x 1,Botafogo,1,SIM,CRIS
Atlético-MG,1 x 0,São Paulo,2,SIM,CRIS
Botafogo,2 x 0,Juventude,2,NÃO,CRIS
Corinthians,2 x 1,Vasco,2,NÃO,CRIS
Santos,1 x 0,Bahia,2,NÃO,CRIS
Mirassol,1 x 1,Fortaleza,2,NÃO,CRIS
Sport,1 x 2,Palmeiras,2,NÃO,CRIS
Fluminense,2 x 1,Bragantino,2,NÃO,CRIS
Vitória,0 x 1,Flamengo,2,NÃO,CRIS
Ceará,2 x 1,Grêmio,2,NÃO,CRIS
Internacional,2 x 1,Cruzeiro,2,SIM,CRIS
Palmeiras,1 x 0,Corinthians,3,SIM,CRIS
Vasco,2 x 1,Sport,3,NÃO,CRIS
Fluminense,1 x 0,Santos,3,NÃO,CRIS
São Paulo,1 x 0,Cruzeiro,3,NÃO,CRIS
Bragantino,2 x 1,Botafogo,3,NÃO,CRIS
Atlético-MG,2 x 0,Vitória,3,NÃO,CRIS
Juventude,2 x 1,Ceará,3,NÃO,CRIS
Bahia,2 x 0,Mirassol,3,NÃO,CRIS
Fortaleza,1 x 0,Internacional,3,NÃO,CRIS
Grêmio,0 x 1,Flamengo,3,SIM,CRIS
Santos,2 x 1,Atlético-MG,4,SIM,CRIS
Botafogo,1 x 0,São Paulo,4,NÃO,CRIS
Corinthians,1 x 0,Fluminense,4,NÃO,CRIS
Flamengo,2 x 0,Juventude,4,NÃO,CRIS
Mirassol,1 x 0,Grêmio,4,NÃO,CRIS
Cruzeiro,2 x 1,Bahia,4,NÃO,CRIS
Sport,2 x 1,Bragantino,4,NÃO,CRIS
Vitória,2 x 1,Fortaleza,4,NÃO,CRIS
Ceará,1 x 1,Vasco,4,NÃO,CRIS
Internacional,1 x 0,Palmeiras,4,SIM,CRIS
Vasco,1 x 2,Flamengo,5,SIM,CRIS
Fluminense,2 x 0,Vitória,5,NÃO,CRIS
Corinthians,2 x 0,Sport,5,NÃO,CRIS
São Paulo,1 x 0,Santos,5,NÃO,CRIS
Bragantino,1 x 0,Cruzeiro,5,NÃO,CRIS
Atlético-MG,1 x 0,Botafogo,5,NÃO,CRIS
Juventude,2 x 1,Mirassol,5,NÃO,CRIS
Bahia,2 x 1,Ceará,5,NÃO,CRIS
Fortaleza,0 x 1,Palmeiras,5,NÃO,CRIS
Grêmio,1 x 0,Internacional,5,SIM,CRIS
Flamengo,1 x 0,Corinthians,6,SIM,CRIS
Sport,1 x 0,Fortaleza,6,NÃO,CRIS
Palmeiras,1 x 0,Bahia,6,NÃO,CRIS
Santos,1 x 0,Bragantino,6,NÃO,CRIS
Mirassol,0 x 1,Atlético-MG,6,NÃO,CRIS
Cruzeiro,2 x 1,Vasco,6,NÃO,CRIS
Internacional,2 x 1,Juventude,6,NÃO,CRIS
Vitória,2 x 1,Grêmio,6,NÃO,CRIS
Ceará,1 x 2,São Paulo,6,NÃO,CRIS
Botafogo,2 x 1,Fluminense,6,SIM,CRIS
Vasco,0 x 1,Palmeiras,7,SIM,CRIS
Fluminense,2 x 0,Sport,7,NÃO,CRIS
Corinthians,1 x 0,Internacional,7,NÃO,CRIS
São Paulo,1 x 0,Fortaleza,7,NÃO,CRIS
Bragantino,2 x 1,Mirassol,7,NÃO,CRIS
Juventude,2 x 1,Atlético-MG,7,NÃO,CRIS
Grêmio,1 x 0,Santos,7,NÃO,CRIS
Bahia,1 x 0,Botafogo,7,NÃO,CRIS
Ceará,2 x 1,Vitória,7,NÃO,CRIS
Cruzeiro,1 x 1,Flamengo,7,SIM,CRIS
Botafogo,1 x 0,Internacional,8,SIM,CRIS
